pair_idx,topic,condition,baseline_harm_dla,baseline_benign_dla,swapped_harm_dla,swapped_benign_dla,necessity,sufficiency
0,safety,plaintext,10.101714410469867,-0.4507872888352722,8.169770851556677,4.9334220989840105,1.93194355891319,5.384209387819283
1,safety,plaintext,9.662388359894976,-0.879727775696665,8.558333730790764,2.2975213825702667,1.104054629104212,3.1772491582669318
2,safety,plaintext,7.797832194832154,-3.273714134702459,4.975129400554579,-2.7368013079976663,2.822702794277575,0.5369128267047927
3,safety,plaintext,10.141387380077504,1.4804687806172296,8.397242998529691,2.1108615475241095,1.7441443815478124,0.6303927669068798
4,safety,plaintext,7.197525355324615,-2.229950765846297,5.856557580176741,-2.1559941609739326,1.340967775147874,0.07395660487236455
5,safety,plaintext,9.682694338669535,1.4605522731435485,9.415205264813267,4.1430001551052555,0.2674890738562681,2.682447881961707
6,safety,plaintext,7.099064905953128,-2.4075454808189534,7.013157703215256,0.8262511732755229,0.08590720273787156,3.2337966540944763
7,safety,plaintext,11.202812919509597,1.4213609138969332,10.187894248287193,4.889908269746229,1.0149186712224036,3.468547355849296
8,safety,plaintext,6.963030903774779,-3.372723915206734,4.557453084504232,0.023091652139555663,2.4055778192705475,3.3958155673462898
9,safety,plaintext,8.01424389926251,4.3365238035912625,7.0098624404054135,5.111603206314612,1.0043814588570967,0.7750794027233496
10,safety,plaintext,8.580667646543588,-3.605784597224556,8.319429109396879,0.41200327361002564,0.26123853714670986,4.0177878708345816
11,safety,plaintext,9.614788231265265,-1.1699611921212636,8.093635781144258,2.720530562393833,1.5211524501210079,3.8904917545150965
12,safety,plaintext,8.336619836860336,-1.8429757655831054,6.496830726740882,2.122129985014908,1.8397891101194546,3.9651057505980134
13,safety,plaintext,6.768280825344846,-2.1164932971587405,4.8849808821687475,1.204006984946318,1.8832999431760982,3.3205002821050584
14,safety,plaintext,6.7713439227081835,-2.5578311776625924,4.102016490185633,0.4777627666480839,2.6693274325225502,3.0355939443106763
